mcc_code,cat_id,dist,count,clients
7841.0,885.0,6376,1,1
7512.0,1645.0,6376,3,2
8220.0,212.0,6377,2,2
8661.0,1206.0,6377,1,1
-1.0,616.0,6379,4,1
7699.0,1097.0,6380,1,1
5732.0,1361.0,6386,7,7
5983.0,552.0,6386,6,2
5983.0,1356.0,6388,1,1
5411.0,1853.0,6389,9,4
6537.0,215.0,6391,1,1
5993.0,1499.0,6392,1,1
5950.0,212.0,6395,1,1
7542.0,885.0,6399,13,11
5047.0,169.0,6400,3,2
7519.0,153.0,6400,2,2
5964.0,1201.0,6400,7,6
4215.0,152.0,6402,9,7
7230.0,1159.0,6404,3,3
5815.0,551.0,6405,9,6
8111.0,994.0,6408,1,1
7375.0,152.0,6408,1,1
7298.0,1456.0,6409,3,3
1520.0,165.0,6410,8,5
5200.0,1357.0,6411,13,8
5813.0,1195.0,6411,1,1
6540.0,385.0,6415,14,7
5965.0,465.0,6419,3,2
4457.0,215.0,6419,1,1
7216.0,1453.0,6421,4,3
5641.0,1475.0,6421,1,1
5813.0,235.0,6422,2,2
6012.0,42.0,6425,9,7
7299.0,1442.0,6425,1,1
5813.0,885.0,6426,8,6
6300.0,19.0,6426,21,5
5211.0,1522.0,6428,29,10
5921.0,357.0,6429,1,1
5699.0,1634.0,6430,5,4
5262.0,312.0,6431,1,1
5912.0,1368.0,6432,3,3
5521.0,885.0,6433,1,1
5912.0,1135.0,6433,4,1
3637.0,931.0,6434,1,1
5816.0,1475.0,6437,1,1
4722.0,1357.0,6442,6,3
8699.0,315.0,6442,1,1
9222.0,620.0,6443,1,1
6538.0,42.0,6448,2,1
5968.0,1238.0,6450,1,1
7299.0,1026.0,6451,3,2
-1.0,1101.0,6452,6,6
7941.0,312.0,6453,3,3
8220.0,312.0,6461,2,2
5631.0,170.0,6463,3,2
5094.0,1451.0,6463,3,3
5732.0,1026.0,6464,7,7
5231.0,248.0,6464,1,1
5532.0,248.0,6465,5,5
2791.0,68.0,6468,1,1
5963.0,1.0,6470,1,1
5968.0,448.0,6470,3,3
5968.0,488.0,6471,1,1
5309.0,740.0,6473,5,5
5921.0,1850.0,6473,1,1
5065.0,248.0,6473,2,2
5735.0,1171.0,6473,3,2
742.0,889.0,6474,2,2
5681.0,284.0,6474,6,6
3553.0,770.0,6475,3,3
8111.0,602.0,6476,2,2
5169.0,418.0,6478,2,2
8041.0,414.0,6479,2,1
5992.0,483.0,6480,1,1
5945.0,908.0,6481,1,1
5971.0,1771.0,6481,1,1
5411.0,1302.0,6484,4,3
8021.0,170.0,6485,2,2
7998.0,339.0,6485,3,3
5198.0,211.0,6485,1,1
6051.0,1190.0,6485,2,1
-1.0,427.0,6487,1,1
4899.0,19.0,6487,2,2
4582.0,308.0,6488,2,2
5198.0,385.0,6492,4,4
7361.0,40.0,6498,5,2
8398.0,19.0,6498,3,2
4789.0,763.0,6498,17,8
6051.0,11.0,6499,10,8
8249.0,552.0,6500,1,1
4812.0,1120.0,6500,1,1
5533.0,590.0,6501,1,1
5262.0,1457.0,6502,5,4
5309.0,474.0,6503,5,3
6513.0,65.0,6503,4,3
5072.0,465.0,6504,2,2
8220.0,885.0,6504,1,1
7832.0,552.0,6504,35,33
7519.0,602.0,6504,2,2
5945.0,1111.0,6505,1,1
763.0,15.0,6506,6,2
4816.0,486.0,6509,1,1
8042.0,314.0,6510,5,5
5137.0,11.0,6514,1,1
7011.0,550.0,6515,1,1
4011.0,1459.0,6517,1,1
5137.0,488.0,6521,3,3
6211.0,770.0,6525,15,6
3640.0,251.0,6526,6,2
7523.0,1642.0,6527,1,1
5641.0,994.0,6527,1,1
7216.0,1325.0,6529,2,2
8931.0,1459.0,6529,1,1
6540.0,13.0,6530,1,1
4900.0,611.0,6531,1,1
5942.0,419.0,6531,1,1
7841.0,1171.0,6532,3,3
6540.0,579.0,6535,4,3
5441.0,1466.0,6536,1,1
9402.0,1180.0,6536,9,9
5521.0,889.0,6538,1,1
5722.0,415.0,6541,1,1
5999.0,1108.0,6543,2,2
5651.0,1111.0,6550,1,1
3649.0,215.0,6551,2,2
7631.0,314.0,6552,3,3
7311.0,1407.0,6556,1,1
4131.0,850.0,6560,4,4
7273.0,770.0,6562,29,16
8931.0,1452.0,6562,1,1
6011.0,1454.0,6566,38,16
5814.0,232.0,6566,22,4
3068.0,418.0,6567,1,1
4829.0,1101.0,6572,3,3
7211.0,503.0,6575,6,4
7542.0,463.0,6575,1,1
8299.0,889.0,6578,3,3
5641.0,688.0,6578,4,4
5598.0,474.0,6581,1,1
5811.0,1434.0,6581,3,3
5045.0,1392.0,6583,2,2
8661.0,264.0,6585,1,1
7251.0,740.0,6587,3,2
7996.0,1356.0,6588,1,1
7995.0,1238.0,6590,1,1
5722.0,1115.0,6590,2,2
5943.0,1423.0,6594,8,6
8050.0,552.0,6595,2,1
5811.0,885.0,6597,3,3
5968.0,169.0,6597,2,2
8021.0,552.0,6598,14,13
6300.0,351.0,6600,1,1
5122.0,480.0,6600,1,1
7216.0,1180.0,6600,5,5
5719.0,232.0,6605,2,1
6051.0,466.0,6607,4,4
5964.0,487.0,6611,6,5
7997.0,1165.0,6612,1,1
5251.0,482.0,6613,4,4
7929.0,602.0,6619,3,2
5942.0,1645.0,6619,2,2
5698.0,147.0,6619,2,2
7278.0,882.0,6620,1,1
8661.0,448.0,6620,3,2
5813.0,1644.0,6621,1,1
5681.0,465.0,6622,2,2
5631.0,169.0,6622,4,4
5047.0,20.0,6624,1,1
1711.0,315.0,6624,3,1
4411.0,526.0,6625,1,1
5921.0,1113.0,6629,3,3
5932.0,556.0,6630,2,2
5511.0,480.0,6630,4,4
7622.0,813.0,6634,1,1
5311.0,1106.0,6636,5,5
5532.0,1376.0,6637,2,2
5999.0,1853.0,6639,1,1
3649.0,1423.0,6641,1,1
7523.0,1113.0,6643,1,1
4816.0,1073.0,6644,1,1
5039.0,312.0,6646,10,6
5661.0,483.0,6649,1,1
8699.0,316.0,6649,4,3
5681.0,418.0,6651,4,4
7395.0,1325.0,6653,2,2
9222.0,65.0,6653,4,4
4111.0,776.0,6657,2,2
4582.0,273.0,6657,4,4
5735.0,1143.0,6660,1,1
5044.0,315.0,6662,2,2
5231.0,65.0,6663,1,1
5971.0,391.0,6663,1,1
4121.0,1475.0,6665,2,2
5532.0,1450.0,6666,5,5
8931.0,535.0,6667,2,2
4214.0,526.0,6667,3,3
7032.0,1771.0,6670,1,1
5085.0,503.0,6671,8,7
7361.0,25.0,6673,4,3
5462.0,1520.0,6674,1,1
5940.0,391.0,6676,4,4
7994.0,482.0,6681,1,1
7278.0,20.0,6683,12,12
7399.0,887.0,6686,4,4
8244.0,772.0,6690,1,1
4722.0,388.0,6694,2,2
7535.0,770.0,6694,1,1
8011.0,1642.0,6699,4,3
5947.0,1202.0,6699,1,1
5699.0,1106.0,6700,1,1
4121.0,741.0,6700,15,9
5044.0,1451.0,6703,1,1
5511.0,184.0,6705,1,1
5713.0,211.0,6706,4,4
5946.0,164.0,6706,4,4
4131.0,741.0,6707,39,14
7395.0,248.0,6708,3,3
5811.0,1026.0,6709,2,2
5411.0,1493.0,6712,1,1
7523.0,1666.0,6714,1,1
4816.0,1116.0,6715,3,3
7999.0,994.0,6715,3,3
7230.0,1322.0,6716,4,3
7375.0,1.0,6720,3,3
4812.0,908.0,6720,1,1
5541.0,1520.0,6722,3,3
5551.0,215.0,6723,3,3
8398.0,1179.0,6726,1,1
7210.0,794.0,6728,3,3
7298.0,1357.0,6728,1,1
3586.0,794.0,6732,1,1
5815.0,688.0,6732,2,2
4722.0,1171.0,6734,3,2
7933.0,316.0,6736,10,8
7216.0,14.0,6736,1,1
5261.0,1361.0,6736,4,4
5965.0,466.0,6737,4,1
5451.0,741.0,6738,1,1
7996.0,1423.0,6740,1,1
5816.0,389.0,6744,3,3
5300.0,1457.0,6744,1,1
4789.0,184.0,6744,5,3
5949.0,20.0,6745,15,8
5818.0,882.0,6748,5,4
4789.0,1434.0,6749,5,5
7841.0,11.0,6752,5,5
5047.0,170.0,6753,1,1
5199.0,602.0,6753,2,2
5411.0,282.0,6753,2,2
5733.0,316.0,6754,4,4
3381.0,931.0,6754,2,1
7230.0,1499.0,6755,1,1
5814.0,1849.0,6756,2,1
5968.0,763.0,6756,5,4
5719.0,1455.0,6758,1,1
7535.0,1450.0,6760,1,1
5211.0,1101.0,6761,3,1
4900.0,225.0,6761,1,1
5655.0,153.0,6763,7,7
8931.0,418.0,6766,2,2
5718.0,602.0,6769,3,3
5816.0,1422.0,6773,1,1
7338.0,1634.0,6774,1,1
7372.0,487.0,6774,1,1
5300.0,68.0,6776,6,5
5310.0,887.0,6777,1,1
9222.0,212.0,6778,4,4
5949.0,1392.0,6781,1,1
6538.0,1455.0,6782,1,1
5441.0,1143.0,6782,1,1
5950.0,13.0,6783,1,1
5817.0,579.0,6784,3,3
5735.0,170.0,6786,2,2
5975.0,448.0,6786,1,1
5046.0,437.0,6787,2,2
5681.0,493.0,6788,3,3
5422.0,765.0,6791,3,3
5681.0,211.0,6793,1,1
5699.0,1392.0,6794,4,2
8351.0,1180.0,6794,1,1
5994.0,602.0,6794,5,5
5551.0,772.0,6795,2,2
7032.0,1458.0,6796,1,1
7531.0,391.0,6798,1,1
5699.0,1322.0,6799,6,6
5131.0,169.0,6799,2,2
5300.0,493.0,6800,3,2
8641.0,199.0,6800,2,2
5200.0,170.0,6801,80,27
4121.0,376.0,6802,2,1
8398.0,1423.0,6802,4,4
6010.0,414.0,6805,5,5
5816.0,1322.0,6808,2,2
5811.0,11.0,6808,5,5
3586.0,165.0,6808,7,4
8021.0,606.0,6811,4,4
4457.0,473.0,6812,1,1
7251.0,164.0,6813,1,1
5045.0,1458.0,6813,3,3
5976.0,153.0,6813,4,4
7692.0,460.0,6813,1,1
7994.0,19.0,6813,1,1
7299.0,1434.0,6814,7,6
5021.0,13.0,6814,1,1
7991.0,1771.0,6814,4,4
7929.0,493.0,6816,6,6
5631.0,1126.0,6817,2,2
5944.0,217.0,6817,1,1
7531.0,448.0,6823,2,2
5946.0,794.0,6823,5,4
5949.0,286.0,6824,1,1
5995.0,184.0,6827,31,4
7622.0,1187.0,6830,2,2
4829.0,1351.0,6831,1,1
3641.0,931.0,6833,1,1
5122.0,1457.0,6835,7,6
5198.0,526.0,6837,1,1
5999.0,1819.0,6841,3,3
4814.0,1136.0,6843,1,1
7321.0,315.0,6843,1,1
6537.0,25.0,6846,1,1
5571.0,13.0,6846,1,1
5451.0,1113.0,6846,1,1
5998.0,893.0,6847,4,2
5948.0,14.0,6848,2,1
5945.0,1634.0,6850,6,6
3533.0,414.0,6851,1,1
8099.0,488.0,6851,3,3
4215.0,1110.0,6851,1,1
5551.0,40.0,6853,5,2
5021.0,466.0,6854,1,1
5085.0,1771.0,6855,1,1
7210.0,606.0,6855,1,1
3011.0,20.0,6858,8,5
5941.0,243.0,6858,3,3
4900.0,1422.0,6859,3,3
7997.0,264.0,6860,1,1
1711.0,465.0,6861,1,1
5950.0,1325.0,6863,2,2
8699.0,493.0,6863,5,5
8931.0,170.0,6865,1,1
5200.0,486.0,6865,1,1
780.0,437.0,6866,2,2
7011.0,1361.0,6867,8,7
5811.0,1641.0,6868,2,2
5733.0,465.0,6869,4,4
742.0,1771.0,6870,5,5
8011.0,994.0,6871,4,4
3649.0,778.0,6872,1,1
6011.0,568.0,6874,1,1
5541.0,1357.0,6874,47,17
7933.0,1451.0,6875,1,1
4121.0,1772.0,6875,4,3
1731.0,248.0,6876,1,1
5813.0,253.0,6877,6,6
6536.0,465.0,6878,21,12
5734.0,448.0,6878,16,13
763.0,535.0,6879,4,3
8043.0,1134.0,6879,1,1
7995.0,741.0,6880,4,2
4121.0,1666.0,6880,2,1
8999.0,1769.0,6881,1,1
4112.0,1026.0,6882,5,5
5977.0,1454.0,6882,2,2
8999.0,1458.0,6886,9,9
5599.0,308.0,6886,1,1
8911.0,385.0,6886,1,1
4784.0,794.0,6888,40,27
8062.0,882.0,6889,1,1
5735.0,928.0,6891,5,2
7399.0,1376.0,6891,3,3
3692.0,794.0,6892,1,1
8220.0,488.0,6892,4,4
5599.0,284.0,6892,7,6
5231.0,315.0,6892,9,5
6538.0,1641.0,6893,5,5
7631.0,556.0,6894,6,6
5999.0,1176.0,6899,1,1
7349.0,552.0,6902,3,3
7999.0,264.0,6902,1,1
5697.0,1450.0,6902,5,5
5714.0,437.0,6904,9,9
5817.0,882.0,6904,4,3
3649.0,147.0,6905,2,2
4131.0,813.0,6906,1,1
4582.0,20.0,6908,1,1
9399.0,200.0,6909,1,1
5946.0,1450.0,6909,1,1
4411.0,1459.0,6910,1,1
5719.0,11.0,6913,4,4
6537.0,165.0,6914,6,5
6011.0,1225.0,6914,3,3
8042.0,473.0,6916,9,6
3533.0,583.0,6918,2,2
7933.0,740.0,6922,3,2
5599.0,775.0,6924,1,1
5941.0,1819.0,6925,1,1
6538.0,1143.0,6925,6,4
5949.0,1434.0,6926,3,3
6051.0,212.0,6927,12,10
8099.0,1135.0,6927,2,1
6300.0,212.0,6931,9,9
8071.0,765.0,6932,6,5
8699.0,273.0,6932,14,12
5976.0,740.0,6933,6,6
7832.0,1799.0,6935,3,3
5815.0,587.0,6935,2,2
5499.0,351.0,6937,3,3
5998.0,740.0,6940,1,1
7230.0,1641.0,6941,1,1
5983.0,20.0,6943,1,1
8050.0,1126.0,6943,1,1
4111.0,217.0,6946,14,2
5499.0,77.0,6947,5,2
7216.0,243.0,6948,1,1
7538.0,1392.0,6948,6,4
5681.0,316.0,6950,4,4
5698.0,199.0,6953,1,1
4582.0,199.0,6953,2,2
5045.0,794.0,6954,4,4
5047.0,161.0,6955,8,8
5945.0,1143.0,6956,1,1
5722.0,483.0,6959,1,1
3011.0,1357.0,6960,1,1
5137.0,885.0,6960,1,1
5912.0,486.0,6961,8,7
5999.0,1190.0,6961,1,1
8931.0,147.0,6962,2,2
6051.0,13.0,6963,10,6
9402.0,1645.0,6963,1,1
8111.0,19.0,6964,3,2
5065.0,312.0,6966,1,1
7379.0,40.0,6967,3,3
3011.0,1195.0,6967,1,1
7629.0,315.0,6971,4,4
5039.0,1642.0,6971,1,1
5941.0,419.0,6971,1,1
5111.0,602.0,6972,15,15
7629.0,1451.0,6972,4,4
5200.0,743.0,6973,2,1
6399.0,1771.0,6974,2,2
5311.0,1460.0,6974,6,5
5818.0,994.0,6974,2,2
5411.0,539.0,6975,3,1
1711.0,314.0,6976,2,2
8931.0,316.0,6976,1,1
4812.0,1376.0,6977,6,6
5172.0,315.0,6977,1,1
4511.0,1504.0,6977,1,1
5818.0,1423.0,6978,6,5
3586.0,251.0,6981,8,6
5533.0,1645.0,6981,4,3
7395.0,448.0,6985,5,5
4215.0,1171.0,6986,3,3
3618.0,893.0,6990,1,1
5085.0,161.0,6991,2,2
5949.0,1187.0,6991,7,6
5813.0,776.0,6996,1,1
5462.0,1097.0,6997,9,6
7011.0,1246.0,6999,6,4
5599.0,414.0,6999,1,1
5999.0,606.0,6999,25,23
5999.0,850.0,7000,1,1
5046.0,493.0,7001,5,4
5994.0,1452.0,7001,6,5
5309.0,1453.0,7004,2,2
6540.0,1423.0,7005,1,1
7394.0,1453.0,7006,3,3
4111.0,1206.0,7006,2,2
8011.0,11.0,7006,6,5
7342.0,418.0,7006,2,2
5300.0,215.0,7008,9,8
5733.0,211.0,7009,2,2
8220.0,1180.0,7009,1,1
5699.0,264.0,7010,2,2
5976.0,466.0,7013,2,2
5697.0,763.0,7013,3,2
8220.0,1450.0,7015,5,5
7394.0,1325.0,7017,1,1
6211.0,526.0,7018,2,1
6211.0,211.0,7018,1,1
5812.0,1460.0,7018,8,7
8641.0,1.0,7020,1,1
1750.0,473.0,7021,2,2
7333.0,526.0,7021,1,1
8398.0,11.0,7024,4,2
3011.0,65.0,7025,2,2
4814.0,1520.0,7028,1,1
5948.0,1097.0,7030,1,1
8011.0,1106.0,7033,2,1
7311.0,1120.0,7034,1,1
5122.0,391.0,7034,11,6
8299.0,487.0,7040,1,1
3512.0,385.0,7041,1,1
5499.0,1666.0,7042,21,13
5698.0,273.0,7044,4,3
5137.0,169.0,7044,1,1
5983.0,314.0,7045,15,14
7994.0,889.0,7045,1,1
5099.0,609.0,7047,1,1
9222.0,1143.0,7047,2,2
5411.0,1198.0,7047,2,2
7342.0,147.0,7048,2,1
5542.0,20.0,7049,6,6
4011.0,215.0,7050,1,1
1731.0,1453.0,7050,4,2
5532.0,474.0,7050,6,4
5732.0,1780.0,7054,1,1
8050.0,314.0,7058,9,9
4582.0,893.0,7060,7,6
8043.0,1799.0,7062,3,3
7941.0,606.0,7063,3,3
5261.0,169.0,7064,6,5
5047.0,465.0,7065,3,3
5942.0,1171.0,7065,5,5
4214.0,1451.0,7066,11,8
5993.0,376.0,7067,14,4
6010.0,778.0,7067,1,1
5331.0,1159.0,7068,3,3
4112.0,1666.0,7068,1,1
7298.0,20.0,7070,7,7
5943.0,1357.0,7070,5,3
6211.0,284.0,7071,6,4
-1.0,776.0,7072,4,4
5812.0,354.0,7073,2,2
5722.0,688.0,7075,4,4
6399.0,448.0,7076,3,3
5251.0,887.0,7078,6,4
7333.0,315.0,7079,1,1
3533.0,20.0,7080,1,1
4829.0,611.0,7081,1,1
7273.0,772.0,7081,33,14
6051.0,579.0,7082,5,5
5065.0,602.0,7082,5,3
7221.0,253.0,7086,2,2
5944.0,887.0,7088,8,6
8041.0,465.0,7090,1,1
6513.0,13.0,7090,2,2
5311.0,464.0,7094,3,3
4900.0,1455.0,7094,2,2
8043.0,889.0,7094,4,4
3001.0,273.0,7095,1,1
7622.0,1459.0,7096,9,9
5814.0,1858.0,7097,2,2
4411.0,161.0,7101,1,1
8244.0,273.0,7102,2,2
5251.0,19.0,7107,9,6
7342.0,58.0,7111,1,1
9222.0,1201.0,7111,3,3
8999.0,65.0,7112,5,5
5931.0,169.0,7113,4,4
5994.0,147.0,7115,9,9
5094.0,1450.0,7118,1,1
4511.0,1522.0,7122,2,2
3533.0,1459.0,7124,2,2
5139.0,1392.0,7127,2,2
5399.0,1522.0,7129,8,8
6051.0,480.0,7129,4,3
9311.0,1176.0,7130,3,1
5712.0,235.0,7131,2,2
5977.0,1112.0,7131,1,1
5965.0,58.0,7134,2,2
5968.0,437.0,7135,3,3
7997.0,994.0,7135,3,3
8062.0,1322.0,7138,2,2
5814.0,291.0,7140,1,1
4814.0,1858.0,7140,1,1
8211.0,289.0,7140,7,5
7296.0,592.0,7142,3,3
9406.0,212.0,7143,9,3
5533.0,134.0,7143,8,5
5641.0,1097.0,7145,4,2
5691.0,419.0,7145,11,10
5013.0,1116.0,7146,1,1
8211.0,248.0,7147,1,1
780.0,1.0,7149,6,5
5948.0,480.0,7150,5,5
4816.0,1322.0,7150,16,11
8021.0,312.0,7150,4,4
3047.0,535.0,7151,3,3
5812.0,1101.0,7151,6,5
5499.0,1355.0,7151,2,2
7622.0,1457.0,7152,3,3
5941.0,1641.0,7154,5,4
7379.0,1450.0,7154,1,1
7211.0,772.0,7154,3,1
7929.0,552.0,7154,2,1
5611.0,14.0,7154,6,6
5993.0,741.0,7156,1,1
5309.0,1434.0,7158,3,3
3509.0,448.0,7160,1,1
7216.0,1456.0,7165,1,1
5995.0,1819.0,7165,2,2
4812.0,1192.0,7165,1,1
7542.0,1642.0,7167,2,2
4121.0,1766.0,7168,1,1
8021.0,235.0,7170,1,1
7996.0,13.0,7171,6,6
5411.0,1470.0,7172,2,2
3047.0,1452.0,7175,2,2
5969.0,308.0,7177,5,5
5462.0,1171.0,7177,18,9
6051.0,169.0,7178,7,4
4900.0,1179.0,7179,2,2
7622.0,887.0,7180,2,2
780.0,891.0,7181,4,4
5812.0,398.0,7181,3,2
8042.0,741.0,7181,1,1
3501.0,770.0,7183,5,2
5571.0,316.0,7185,1,1
4814.0,1488.0,7186,1,1
5949.0,552.0,7187,8,8
6011.0,1195.0,7187,9,5
1731.0,602.0,7189,3,3
5949.0,1453.0,7193,12,10
5921.0,1073.0,7196,11,8
7994.0,437.0,7198,7,7
5122.0,21.0,7198,9,6
4121.0,1368.0,7199,1,1
5691.0,1302.0,7199,1,1
5973.0,211.0,7199,5,5
8244.0,609.0,7200,1,1
6536.0,1450.0,7201,7,1
5462.0,1460.0,7202,3,2
5967.0,1392.0,7203,5,1
5611.0,465.0,7206,24,19
4722.0,1772.0,7206,1,1
7519.0,40.0,7207,13,7
7210.0,460.0,7207,6,5
7011.0,590.0,7207,5,1
4121.0,1314.0,7210,1,1
5411.0,357.0,7210,6,4
4112.0,496.0,7210,1,1
7333.0,765.0,7211,2,2
7011.0,688.0,7213,1,1
6011.0,1127.0,7213,7,5
6533.0,251.0,7214,1,1
5511.0,12.0,7217,4,4
5200.0,1645.0,7218,10,9
4011.0,418.0,7218,1,1
8999.0,1238.0,7219,1,1
8111.0,308.0,7220,9,9
5940.0,153.0,7220,2,2
7841.0,1522.0,7221,1,1
5499.0,802.0,7223,3,2
5521.0,1246.0,7225,1,1
5973.0,552.0,7225,1,1
5399.0,1422.0,7226,4,4
5200.0,1500.0,7229,1,1
5811.0,1187.0,7229,10,10
5931.0,184.0,7231,2,1
5945.0,1192.0,7231,1,1
5192.0,552.0,7231,5,3
6538.0,1206.0,7232,1,1
3641.0,503.0,7233,1,1
5944.0,312.0,7234,7,7
4582.0,418.0,7235,4,4
4899.0,1434.0,7239,3,3
5045.0,763.0,7239,5,1
6012.0,371.0,7241,1,1
5300.0,385.0,7242,2,2
5655.0,20.0,7243,3,3
5051.0,165.0,7243,8,6
5571.0,153.0,7244,1,1
4814.0,1108.0,7244,3,2
8661.0,763.0,7245,3,3
5940.0,1459.0,7245,5,5
7210.0,25.0,7247,8,8
8999.0,1392.0,7247,7,6
6051.0,1201.0,7249,3,2
5992.0,533.0,7250,1,1
7338.0,1423.0,7251,1,1
5111.0,14.0,7252,4,4
3553.0,308.0,7253,1,1
6211.0,15.0,7254,42,8
5661.0,482.0,7254,7,6
5993.0,1644.0,7254,3,3
6399.0,602.0,7255,17,14
5399.0,1195.0,7256,1,1
5331.0,1641.0,7259,5,4
8911.0,40.0,7260,1,1
6012.0,1322.0,7261,18,13
7999.0,65.0,7261,6,6
5950.0,579.0,7262,1,1
4121.0,320.0,7262,3,3
1731.0,1.0,7262,4,4
5965.0,284.0,7262,17,8
5172.0,592.0,7263,2,1
7338.0,473.0,7263,13,13
6011.0,813.0,7264,2,2
5718.0,531.0,7265,7,6
5422.0,813.0,7268,1,1
6211.0,199.0,7268,8,6
7932.0,493.0,7269,1,1
7996.0,482.0,7271,1,1
5912.0,851.0,7272,1,1
7692.0,583.0,7273,1,1
5994.0,552.0,7273,3,3
5971.0,308.0,7273,1,1
5993.0,217.0,7273,2,2
5451.0,1819.0,7275,1,1
7395.0,1453.0,7276,5,5
5309.0,889.0,7278,4,4
5995.0,1641.0,7278,4,4
5065.0,592.0,7279,5,3
5451.0,419.0,7282,2,2
8931.0,153.0,7287,1,1
6300.0,620.0,7288,1,1
9402.0,212.0,7289,22,13
4829.0,486.0,7289,4,4
7296.0,164.0,7290,1,1
3533.0,251.0,7291,4,3
7531.0,58.0,7292,3,3
4900.0,1143.0,7294,4,4
7994.0,1771.0,7294,2,2
5051.0,289.0,7294,4,4
6536.0,606.0,7298,1,1
5931.0,551.0,7299,1,1
3618.0,289.0,7300,1,1
-1.0,1499.0,7301,3,2
8062.0,1456.0,7304,3,3
2741.0,215.0,7306,7,7
7997.0,1645.0,7307,5,4
6536.0,488.0,7308,6,1
5998.0,556.0,7309,2,1
4457.0,284.0,7309,2,2
3640.0,931.0,7310,2,2
5992.0,1422.0,7313,1,1
5021.0,556.0,7317,6,5
8351.0,385.0,7317,3,2
6010.0,339.0,7317,7,4
5462.0,1143.0,7319,3,3
8351.0,308.0,7320,1,1
8071.0,606.0,7320,3,2
5462.0,1642.0,7321,3,3
7999.0,1143.0,7322,1,1
5815.0,763.0,7325,40,22
6513.0,20.0,7330,3,2
6012.0,1106.0,7331,9,8
5722.0,1114.0,7332,1,1
7519.0,284.0,7332,27,11
5661.0,1355.0,7332,1,1
5310.0,1392.0,7333,4,2
5172.0,1459.0,7334,1,1
5940.0,315.0,7339,6,6
4784.0,1376.0,7339,2,2
5200.0,1853.0,7339,1,1
7996.0,579.0,7339,4,4
5921.0,415.0,7340,6,6
5462.0,1106.0,7341,1,1
7393.0,891.0,7343,4,2
8241.0,199.0,7344,1,1
1750.0,251.0,7346,5,5
3642.0,535.0,7347,2,1
8351.0,253.0,7348,1,1
5641.0,510.0,7350,8,5
5815.0,1116.0,7350,1,1
7997.0,1106.0,7351,1,1
5311.0,1195.0,7353,2,2
6513.0,391.0,7354,8,8
7333.0,465.0,7357,2,2
8043.0,1819.0,7359,2,2
5311.0,1159.0,7359,6,6
5735.0,1246.0,7360,3,3
4215.0,1026.0,7361,1,1
5998.0,503.0,7361,13,6
6051.0,889.0,7361,5,5
5137.0,465.0,7362,10,10
7993.0,1459.0,7363,8,8
8043.0,1475.0,7365,1,1
8931.0,21.0,7365,1,1
5300.0,583.0,7366,8,5
5732.0,102.0,7366,1,1
5691.0,123.0,7371,1,1
7011.0,1454.0,7372,7,1
5085.0,535.0,7372,3,2
7995.0,1171.0,7374,3,3
7534.0,25.0,7374,6,6
8043.0,480.0,7374,4,4
5499.0,1721.0,7375,2,2
5949.0,169.0,7378,7,5
7299.0,763.0,7379,17,12
9402.0,616.0,7380,1,1
5065.0,775.0,7381,3,3
5311.0,42.0,7382,2,2
5921.0,1185.0,7383,2,2
8398.0,152.0,7384,49,21
7338.0,414.0,7385,6,6
4582.0,314.0,7388,1,1
3011.0,1325.0,7390,2,2
3005.0,437.0,7390,1,1
1799.0,1434.0,7390,2,2
7535.0,1392.0,7392,1,1
5655.0,782.0,7394,1,1
4789.0,169.0,7395,3,3
5932.0,1195.0,7397,1,1
5940.0,1452.0,7397,5,5
5065.0,314.0,7397,9,7
8999.0,1246.0,7397,7,5
5950.0,437.0,7397,4,4
7932.0,460.0,7398,16,2
7278.0,1026.0,7399,5,2
5942.0,11.0,7400,10,8
1731.0,740.0,7401,2,2
6300.0,1799.0,7403,2,2
5261.0,579.0,7404,8,6
3011.0,775.0,7406,13,9
5631.0,1238.0,7407,1,1
5965.0,315.0,7407,5,3
7922.0,1858.0,7407,1,1
3001.0,418.0,7410,1,1
5200.0,510.0,7412,50,14
5992.0,1741.0,7413,1,1
5310.0,212.0,7413,3,3
-1.0,1475.0,7414,7,7
5816.0,1171.0,7415,5,4
8099.0,1645.0,7418,1,1
5641.0,376.0,7419,1,1
3649.0,474.0,7420,1,1
5978.0,931.0,7420,4,3
-1.0,1666.0,7420,8,4
8071.0,169.0,7421,12,7
5462.0,184.0,7421,10,6
2741.0,21.0,7421,3,1
5169.0,535.0,7423,6,4
8661.0,248.0,7424,8,6
7911.0,414.0,7424,1,1
7273.0,465.0,7425,4,2
5661.0,688.0,7425,2,2
7922.0,1325.0,7426,4,4
7297.0,1451.0,7428,13,4
8249.0,1459.0,7428,1,1
5139.0,556.0,7429,5,4
5818.0,312.0,7431,6,6
7297.0,1459.0,7431,4,4
5699.0,1642.0,7432,3,3
8043.0,885.0,7433,4,3
5193.0,1108.0,7435,1,1
7395.0,1450.0,7436,16,13
4121.0,1407.0,7437,3,2
5983.0,448.0,7437,2,2
5072.0,583.0,7437,17,13
6399.0,211.0,7440,12,5
4131.0,1351.0,7441,4,4
5621.0,1634.0,7441,7,6
5971.0,535.0,7444,8,6
9311.0,928.0,7445,3,2
7278.0,211.0,7445,22,12
8641.0,931.0,7446,35,12
7277.0,215.0,7450,2,2
5812.0,1666.0,7450,4,3
7278.0,550.0,7455,1,1
9406.0,887.0,7455,6,3
9402.0,496.0,7456,2,2
5733.0,169.0,7456,1,1
